ID	Value
HED10832	[[‘\RD_PUNC দবঙ্গ\N_NNP ’\RD_PUNC সলমান\N_NNP খান\N_NNP]]_NP [[তো\RP_RPD]]_BLK [[এক\QT_QTC অদ্ভূত\JJ ব্যাধি\N_NN ট্রাইজেমিনল\N_NNP নিউরোল্জিয়াতে\N_NNP]]_NP [[আক্রান্ত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10833	[[তার\PR_PRL ফলে\PSP]]_NP [[তার\PR_PRL মুখের\N_NN স্নায়ুতে\N_NN]]_NP [[ব্যথা\N_NN হত\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10834	[[২০১১\QT_QTC সালে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[আমেরিকায়\N_NNP অস্ত্রপ্রচার\N_NN করিয়েছিলেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[সুস্থ\N_NN হয়ে\V_VM_VNF গিয়েছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10835	[[তার\PR_PRL পরে\PSP]]_CCP [[গত\JJ বছর\N_NN]]_NP [[‘এক\N_NNP থা\N_NNP টাইগার’-এর\N_NNP শ্যুটিংয়ের\N_NN সময়ে\N_NN]]_NP [[দ্বিতীয়বার\QT_QTO]]_RBP [[তার\PR_PRL সমস্যা\N_NN]]_NP [[শুরু\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10836	[[ডাক্তাররা\N_NN তো\RP_RPD এও\DM_DMD বলে\V_VM_VNF দিয়েছিল\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[তিনি\PR_PRL]]_NP [[যেন\RP_RPD]]_CCP [[স্ট্যান্ট\N_NN]]_NP [[না\RP_NEG করেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[সলমানের\N_NNP কথায়\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ডাক্তারদের\N_NN কথা\N_NN]]_NP [[শোনে\V_VM_VNF]]_VGF [[কে\PR_PRQ]]_BLK [[।\RD_PUNC]]_BLK
HED10837	[[আমার\PR_PRP]]_NP [[নিজের\PR_PRF অনুরাগীদের\N_NN নিয়ে\PSP]]_NP [[বেশি\JJ চিন্তা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10838	[[তারা\PR_PRP]]_NP [[আমাকে\PR_PRP]]_NP [[পর্দায়\N_NN]]_NP [[যেভাবে\RB]]_RBP [[দেখতে\V_VM_VINF চান\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[তার\PR_PRL থেকে\PSP]]_NP [[তাদের\PR_PRP]]_NP [[বঞ্চিত\JJ]]_JJP [[করি\V_VM_VF]]_NP [[কিভাবে\RB]]_RBP [[।\RD_PUNC]]_BLK
HED10839	[[সলমান\N_NNP]]_NP [[নিজের\PR_PRF কথায়\N_NN অটুট\JJ ছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10840	[[‘দবঙ্গ\N_NNP ২’-তেও\N_NNP]]_NP [[তার\PR_PRL ধুম\N_NN -\RD_PUNC ধামে\N_NN ভরপুর\N_NN স্ট্যান্ট\N_NN]]_NP [[দেখা\V_VM_VNG গেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10841	[[এই\DM_DMD বছর\N_NN জানুয়ারিতে\N_NNP]]_NP [[তার\PR_PRL ছোট\JJ ভাই\N_NN সোহেল\N_NNP খানের\N_NNP ‘\RD_PUNC মেন্টল\N_NNP ’\RD_PUNC শুরু\N_NN করার\V_VM_VNG কথা\N_NN ছিল\V_VAUX]]_VGF [[,\RD_PUNC]]_BLK [[তখনই\PR_PRL]]_RBP [[তার\PR_PRL ব্যাধি\N_NN]]_NP [[আঁকড়ে\RB ধরে\V_VM_VNF]]_VGF [[এবং\CC_CCD]]_CCP [[চিকিত্সা\N_NN করাতে\V_VM_VNG]]_VGNN [[আমেরিকা\N_NNP যেতে\V_VM_VINF হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10842	[[ফলস্বরূপ\RB]]_RBP [[সিনেমাটি\N_NN]]_NP [[সলমানের\N_NNP ইদের\N_NNP লাকি\N_NN স্লটে\N_NN]]_NP [[মুক্তি\N_NN পাবে\V_VM_VF না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HED10843	[[তার\PR_PRL ফায়দা\N_NN পাওয়ার\V_VM_VNG]]_VGNN [[সম্ভাবনা\RB]]_RBP [[রয়েছে\V_VM_VF]]_VGF [[শাহরুখ\N_NNP খানের\N_NNP ‘চেন্নাই\N_NNP এক্সপ্রেস’-র\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10844	[[ইন্ডাস্ট্রির\N_NN ‘\RD_PUNC মর্দ\N_NNP ’\RD_PUNC মহানায়ক\JJ অমিতাভ\N_NNP বচ্চনকেও\N_NNP]]_NP [[পেটের\N_NN ব্যাথার\N_NN জন্য\PSP]]_NP [[সিনেমা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[টিভির\N_NN]]_NP [[কাজ\N_NN থেকে\PSP]]_NP [[লম্বা\JJ বিরতি\N_NN নিতে\V_VM_VINF হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10845	[[গত\JJ বছরের\N_NN শেষের\N_NN দিকে\PSP]]_NP [[এবং\CC_CCD]]_CCP [[এই\DM_DMD বছরের\N_NN শুরুর\N_NN দিকে\PSP]]_NP [[তাঁর\PR_PRL চিকিত্সা\N_NN]]_NP [[শুরু\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10846	[[তিনি\PR_PRL]]_NP [[সুস্থ\N_NN হয়ে\V_VAUX ওঠেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[প্রথমে\QT_QTO]]_RBP [[‘\RD_PUNC কৌন\N_NNP বনেগা\N_NNP করোড়পতি\N_NNP ’\RD_PUNC সিজন\N_NN ছয়\QT_QTC]]_NP [[এবং\CC_CCD]]_CCP [[তারপরে\RB]]_RBP [[প্রকাশ\N_NNP ঝার\N_NNP সিনেমা\N_NN ‘সত্যাগ্রহ’-এর\N_NNP]]_NP [[শ্যুটিং\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10847	[[গত\JJ বছর\N_NN ২১শে\QT_QTC সেপ্টম্বর\N_NNP রামুর\N_NNP ‘ডির্পাটমেন্ট’-এর\N_NNP শ্যুটিংয়ের\N_NN সময়েও\N_NN]]_NP [[বিগ\N_NNP বি\N_NNP]]_NP [[পাঁজরে\N_NN হাল্কা\JJ চোট\N_NN পান\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10848	[[এই\DM_DMD দুর্ঘটনার\N_NN এক\QT_QTC সপ্তাহ\N_NN আগে\PSP]]_NP [[রোহিত\N_NNP শেট্টির\N_NNP সিনেমা\N_NN ‘বোল\N_NNP বচ্চন’-এ\N_NNP শ্যুটিংয়ের\N_NN সময়\N_NN]]_NP [[অভিষেক\N_NNP বচ্চনও\N_NNP]]_NP [[মাথায়\N_NN চোট\N_NN পেয়ে\V_VM_VNF ছ`টি\QT_QTC সেলাই\N_NN লাগিয়ে\V_VM_VNF]]_VGNF [[মুম্বাইয়ে\N_NNP]]_NP [[ফিরে\V_VM_VNF আসেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10849	[[ওদিকে\RB]]_RBP [[,\RD_PUNC]]_BLK [[সুপারস্টার\JJ রজনীকান্ত\N_NNP অসুস্থ\N_NN হওয়ার\V_VAUX ফলে\PSP]]_NP [[চিকিত্সার\N_NN জন্য\PSP বিদেশ\N_NN যাওয়ার\V_VM_VNG খবরও\N_NN]]_NP [[মিডিয়ায়\N_NN ছেয়ে\V_VM_VNF ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10850	[[যার\PR_PRL ফলে\PSP]]_NP [[তার\PR_PRL সিনেমা\N_NN]]_NP [[‘রাণা’\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[‘কোচাইদিয়ান’-এর\N_NNP]]_NP [[শ্যুটিং\N_NN]]_NP [[ক্ষতিগ্রস্থ\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10851	[[চোট\N_NN প্রাপ্তদের\JJ তালিকায়\N_NN ‘\RD_PUNC]]_NP [[খিলাড়ি\N_NNP ’\RD_PUNC অক্ষয়\N_NNP কুমারও\N_NNP]]_NP [[রয়েছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10852	[[অক্ষয়\N_NNP]]_NP [[এর\DM_DMD মধ্যে\PSP ‘পিস্তোল’-এর\N_NNP শুটিংয়ের\N_NN সময়ে\N_NN স্টান্ট\N_NN করার\V_VM_VNG সময়ে\N_NN]]_NP [[সিড়ি\N_NN থেকে\PSP পড়ে\V_VM_VNF যান\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[গোড়ালিতে\N_NN চোট\N_NN লাগে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10853	[[উনি\PR_PRP বলেছেন\V_VM_VF]]_VGF [[ভাগ্য\N_NN]]_NP [[ভালো\JJ]]_JJP [[,\RD_PUNC]]_BLK [[আমি\PR_PRP ছয়\QT_QTC তলা\N_NN থেকে\PSP পড়ে\V_VM_VNF যাইনি\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[যেখান\PR_PRL থেকে\PSP শুরু\N_NN করেছিলাম\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10854	[[‘জিলা\N_NNP গাজিয়াবাদ’-এর\N_NNP শুটিংয়ের\N_NN সময়ে\N_NN]]_NP [[বিবেক\N_NNP ওবেরয়\N_NNP]]_NP [[পড়ে\V_VM_VNF গিয়ে\V_VM_VNF পিঠে\N_NN চোট\N_NN পান\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10855	[[তারপরে\RB]]_RBP [[তাকে\PR_PRL]]_NP [[মুম্বাইতে\N_NNP ফেরত্\N_NN পাঠিয়ে\V_VM_VNF দেওয়া\V_VM_VNG হয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10856	[[বিবেকেরও\N_NNP]]_NP [[চোটের\N_NN সাথে\PSP]]_NP [[পুরানো\JJ সম্পর্ক\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10857	[[মণিরত্নমের\N_NNP ‘যুবা’-র\N_NNP কলকাতায়\N_NNP শুটিংয়ের\N_NN সময়ে\N_NN]]_NP [[বাইক\N_NN থেকে\PSP পড়ে\V_VM_VNF গিয়ে\V_VM_VNF]]_VGNF [[খারাপভাবে\RB]]_RBP [[চোট\N_NN পেয়েছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10858	[[হ্যাঁ\RP_RPD]]_BLK [[,\RD_PUNC]]_BLK [[এ\PR_PRL সমস্ত\QT_QTF সুপারস্টারদের\N_NN মধ্যে\PSP]]_NP [[আমির\N_NNP খান\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[অজয়\N_NNP দেবগণ\N_NNP]]_NP [[এমন\DM_DMD অভিনেতা\N_NN]]_NP [[,\RD_PUNC]]_BLK [[যাদের\PR_PRL চোট\N_NN পাওয়ার\V_VM_VNG খবর\N_NN]]_NP [[কম\JJ শুনতে\V_VM_VINF পাওয়া\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10859	[[তবে\CC_CCS]]_CCP [[এটা\DM_DMD স্পষ্ট\N_NN]]_NP [[যে\RP_RPD]]_CCP [[যেকোনো\N_NN সাধারণ\JJ মানুষের\N_NN মতো\RP_RPD]]_NP [[অসুস্থ\N_NN হয়ে\V_VAUX পড়েন\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[আঘাত\N_NN পান\V_VM_VF]]_VGF [[সিনেমার\N_NN তারকারা\N_NN]]_NP [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[খুব\RP_INTF দ্রুতই\RB]]_RBP [[এঁরা\PR_PRL]]_NP [[আবার\RB]]_RBP [[দাঁড়িয়ে\V_VM_VNF যান\V_VM_VF]]_VGF [[,\RD_PUNC কারণ\N_NN]]_CCP [[একে\RB তো\RP_RPD]]_NP [[এঁদের\PR_PRL উপর\PSP]]_NP [[কোটি\QT_QTC টাকার\N_NN বিনিয়োগ\N_NN থাকে\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[অপর\JJ দিকে\N_NN]]_NP [[এঁদের\PR_PRL সাথে\PSP থাকে\V_VM_VF]]_VGF [[কোটি\QT_QTC কোটি\QT_QTC অনুরাগীদের\N_NN প্রার্থনা\N_NN]]_VGF [[৷\RD_PUNC]]_BLK
HED10860	[[টিভি\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[নাট্যমঞ্চের\N_NN]]_NP [[দুনিয়া\N_NN থেকে\PSP]]_NP [[এখন\RB]]_RBP [[সিনেমার\N_NN জগতে\N_NN ছেয়ে\V_VM_VNF যেতে\V_VM_VINF তৈরি\N_NN]]_NP [[আনন্দ\N_NNP গান্ধী\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10861	[[তার\PR_PRL সিনেমা\N_NN ‘\RD_PUNC সিপ\N_NNP অফ\N_NNP থিসিস\N_NNP ’\RD_PUNC]]_NP [[মুক্তি\N_NN পাওয়ার\V_VM_VNG আগেই\PSP শিরোনামে\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10862	[[অনেক\QT_QTF দেশি-বিদেশি\JJ ফিল্ম\N_NN ফেস্টিভ্যালে\N_NN]]_NP [[এই\DM_DMD সিনেমা\N_NN]]_NP [[পুরস্কৃত\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[প্রশংসিত\JJ]]_JJP [[হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10863	[[আনন্দ\N_NNP]]_NP [[সিনেমার\N_NN জন্য\PSP]]_NP [[এখনো\RB]]_RBP [[অবধি\PSP]]_BLK [[পাওয়া\V_VM_VNG প্রশংসাতে\N_NN]]_NP [[বেশ\RP_INTF খুশি\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10864	[[বিশুদ্ধ\N_NNP মশলা\N_NNP সিনেমাটি\N_NN না\RP_NEG হওয়া\V_VAUX সত্ত্বেও\PSP]]_NP [[এই\DM_DMD সিনেমাটিকে\N_NN]]_NP [[ইউটিভি\N_NNP মোশনের\N_NNP মতন\RP_RPD বড়\JJ ব্যানার\N_NN]]_NP [[সাহায্য\N_NN করছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10865	[[আনন্দ\N_NNP বলেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[‘\RD_PUNC]]_BLK [[আমার\PR_PRP মনোবল\N_NN]]_NP [[অনেক\QT_QTF বেড়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[’\RD_PUNC]]_BLK [[।\RD_PUNC]]_BLK
HED10866	[[সিনেমা\N_NN]]_NP [[এমন\RB]]_RBP [[একটি\QT_QTC মাধ্যম\N_NN]]_NP [[,\RD_PUNC]]_BLK [[যার\PR_PRL মাধ্যমে\PSP]]_NP [[সিনেমা\N_NN নির্মাতা\N_NN]]_NP [[সমাজ\N_NN থেকে\PSP সংবাদ\N_NN স্থাপন\N_NN করে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10867	[[যখন\DM_DMR]]_RBP [[সেই\PR_PRL সংলাপে\N_NN]]_NP [[আপনাকে\PR_PRP বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[যে\DM_DMD কথা\N_NN [[আপনি\PR_PRP]]_NP [[সিনেমাতে\N_NN বলেছেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[সেটা\PR_PRL]]_BLK [[আমার\PR_PRP জীবনের\N_NN অঙ্গ\N_NN হয়ে\V_VAUX উঠেছে\V_VM_VF]]_VGF [[তখন\DM_DMR]]_RBP [[খুব\RP_INTF ভালো\JJ লাগে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10868	[[আনন্দ\N_NNP]]_NP [[এর\DM_DMD পরে\PSP]]_RBP [[বলছেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[‘কিরণ\N_NNP রাও\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[ইউটিভি\N_NNP মোশন\N_NNP পিকচার্স’-এর\N_NNP]]_NP [[সাহায্যে\PSP]]_NP [[আমাদের\PR_PRP সিনেমার\N_NN ব্যাপ্তি\N_NN অনেক\QT_QTF বেড়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10869	[[সমাজকে\N_NN]]_NP [[বিনোদনের\N_NN]]_NP [[সাথে\PSP সাথে\PSP]]_RBP [[আমরা\PR_PRP]]_NP [[একটা\QT_QTC দৃঢ়\JJ বার্তাও\N_NN দিতে\V_VM_VINF পারি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10870	[[সিনেমাতে\N_NN]]_NP [[তিনটি\QT_QTC গল্প\N_NN]]_NP [[একসাথে\RB]]_RBP [[চলে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10871	[[প্রথম\QT_QTO গল্পটি\N_NN একজন\QT_QTC অন্ধ\N_NN ফোটোগ্রাফারের\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10872	[[দর্শকেরা\N_NN দেখতে\V_VM_VINF পাবেন\V_VM_VF]]_VGF [[চোখে\N_NN দেখতে\V_VM_VINF না\RP_NEG পাওয়া\V_VM_VNG সত্ত্বেও\PSP]]_NP [[কিভাবে\RB]]_JJP [[সে\PR_PRP]]_BLK [[ছবি\N_NN তুলতে\V_VM_VINF পারে\V_VM_VF]]_VGF [[?\RD_PUNC]]_BLK
HED10873	[[দ্বিতীয়\QT_QTO গল্পটি\N_NN একজন\QT_QTC বিদ্যান\JJ সাধুর\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10874	[[শহরে\N_NN থেকে\PSP]]_NP [[উনি\PR_PRP]]_NP [[পশু\N_NN -\RD_PUNC হিংসার\N_NN বিরুদ্ধে\RB লড়াই\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10875	[[কিন্ত\CC_CCS]]_CCP [[তাকে\PR_PRL]]_BLK [[যা\PR_PRL ওষুধ\N_NN]]_NP [[দেওয়া\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[,\RD_PUNC]]_BLK [[তাতে\PR_PRL]]_NP [[পশু\N_NN অংশ\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10876	[[এখন\RB]]_RBP [[তাঁর\PR_PRL সামনে\N_NN]]_NP [[বড়\JJ প্রশ্নচিহ্ণ\N_NN হল\V_VAUX এই\DM_DMD]]_NP [[যে\RP_RPD]]_CCP [[তিনি\PR_PRL]]_BLK [[এখন\RB]]_RBP [[তাঁর\PR_PRL মৃত্যুকে\N_NN মেনে\V_VM_VNF নেবেন\V_VM_VF]]_VGF [[নাকি\RP_RPD]]_CCP [[নিজের\PR_PRF মুল্যবোধ\N_NN ছেড়ে\V_VM_VNF]]_VGNF [[ওষুধ\N_NN খাবেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10877	[[তৃতীয়\QT_QTO গল্পটি\N_NN একজন\QT_QTC শেয়ার\N_NN ব্রোকারের\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10878	[[তার\PR_PRL আয়ুকাল\N_NN]]_NP [[খুবই\RP_INTF সীমিত\JJ]]_JJP [[ছিল\V_VAUX]]_VGF [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[তার\PR_PRL জীবনে\N_NN নতুন\JJ মোড়\N_NN আসে\V_VM_VF]]_VGF [[যখন\PR_PRL]]_RBP [[একটি\QT_QTC কিডনি\N_NN স্মাগলিং\JJ রেকেটের\N_NN রহস্য\N_NN]]_NP [[ফাঁস\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10879	[[চুরি\N_NN করা\V_VM_VNG কিডনির\N_NN খোঁজে\V_VM_VNF]]_NP [[তিনি\PR_PRL সুইডেন\N_NNP যান\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10880	[[সেখানে\PR_PRL]]_RBP [[তিনি\PR_PRL]]_NP [[চুরি\N_NN করা\V_VM_VNG কিডনির\N_NN খোঁজ\N_NN পান\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10881	[[এই\DM_DMD তিনটি\QT_QTC যাত্রা\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[আমাদের\PR_PRP সিনেমাতে\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10882	[[মুল্যবোধ\N_NN]]_NP [[,দ্বিধা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[অভিজ্ঞতার\N_NN]]_NP [[সুতো\N_NN দিয়ে\PSP]]_NP [[আমরা\PR_PRP]]_NP [[এটা\DM_DMD]]_NP [[গেঁথেছি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10883	[[আনন্দ\N_NNP মনে\N_NN করেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[‘\RD_PUNC]]_BLK [[এ\PR_PRL ধরনের\N_NN সিনেমা\N_NN কম\JJ রয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[যাতে\PR_PRL]]_BLK [[জীবনের\N_NN]]_NP [[জটিলতা\N_NN]]_NP [[আর\CC_CCD]]_CCP [[যথার্থ\JJ প্রশ্নের\N_NN উত্থাপন\N_NN]]_NP [[ও\CC_CCD]]_CCP [[সেগুলির\PR_PRL উত্তর\N_NN দেওয়ার\V_VM_VNG]]_VGNN [[চেষ্টা\N_NN করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK
HED10884	[[যদিও\CC_CCS]]_CCP [[সিনেমা\N_NN]]_NP [[একটি\QT_QTC গুরুতর\JJ মাধ্যম\N_NN]]_NP [[,\RD_PUNC]]_BLK [[যা\PR_PRL]]_NP [[প্রতিটি\JJ ব্যক্তিকে\N_NN]]_NP [[ঠিক-ভুল\N_NN ভাবতে\V_VM_VINF বাধ্য\N_NN করে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10885	[[আমার\PR_PRP মনে\N_NN হয়\V_VAUX]]_VGF [[এই\DM_DMD মাধ্যমের\N_NN]]_NP [[সম্পূর্ণ\JJ]]_JJP [[ব্যবহার\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[প্রয়োগ\N_NN]]_NP [[হয়নি\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10886	[[দর্শন\N_NN করার\V_VM_VNG কথা\N_NN তো\RP_RPD দূরেই\N_NN থাক\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10887	[[এর\PR_PRL উপর\PSP ভিত্তি\N_NN করে\V_VM_VNF তৈরী\N_NN কাহিনী\N_NN]]_NP [[কেবল\RP_RPD]]_RBP [[বিক্রম-বেতাল\N_NNP]]_NP [[ও\CC_CCD]]_CCP [[পঞ্চতন্ত্রে\N_NNP]]_NP [[আবদ্ধ\JJ হয়ে\V_VAUX রয়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10888	[[এই\DM_DMD সিনেমার\N_NN মাধ্যমে\PSP]]_NP [[আমি\PR_PRP]]_NP [[চেষ্টা\N_NN করেছি\V_VM_VF]]_VGF [[যাতে\CC_CCS]]_CCP [[দর্শকদের\N_NN বিনোদন\N_NN প্রদান\N_NN করার\V_VM_VNG]]_NP [[সাথে\PSP সাথে\PSP]]_RBP [[তাদের\PR_PRP]]_NP [[পরম\JJ সত্য\N_NN অণ্বষণ\N_NN করতে\V_VM_VINF]]_VGINF [[বাধ্য\N_NN করি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10889	[[এই\DM_DMD ধরনের\N_NN সিনেমা\N_NN বানানো\V_VM_VNG]]_VGNN [[সহজ\JJ কাজ\N_NN ছিল\V_VAUX না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HED10890	[[সিনেমার\N_NN সামনে\N_NN]]_NP [[অনেক\QT_QTF চ্যালেঞ্জ\N_NN ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10891	[[আনন্দের\N_NNP কথা\N_NN]]_NP [[অনুযায়ী\RB]]_RBP [[,\RD_PUNC]]_BLK [[‘\RD_PUNC]]_BLK [[সিনেমাটি\N_NN বানাতে\V_VM_VINF]]_VGINF [[চার\QT_QTC বছর\N_NN সময়\N_NN লেগেছে\V_VM_VF]]_VGF [[’\RD_PUNC]]_BLK [[।\RD_PUNC]]_BLK
HED10892	[[তাও\RB]]_RBP [[তখন\DM_DMR]]_RBP [[,\RD_PUNC]]_BLK [[যখন\DM_DMR]]_RBP [[আমাদের\PR_PRP সিনেমার\N_NN হিরো\N_NN সোহম\N_NNP শাহ\N_NNP]]_NP [[নিজে\PR_PRF]]_NP [[সিনেমার\N_NN ফাইনান্সের\N_NN]]_NP [[দায়িত্ব\N_NN নিয়েছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10893	[[একবার\QT_QTC]]_RBP [[সিনেমা\N_NN তৈরি\N_NN হল\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[সিনেমা\N_NN জগতের\N_NN বোদ্ধারা\N_NN তা\PR_PRL দেখার\V_VM_VNG ফলে\PSP]]_NP [[তার\PR_PRL মুক্তির\N_NN রাস্তা\N_NN]]_NP [[সহজ\JJ হয়ে\V_VAUX গেল\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10894	[[এখন\RB]]_RBP [[এই\DM_DMD ধারণা\N_NN]]_NP [[ভেঙে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[ছোট\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[অফবিট\JJ]]_JJP [[সিনেমা\N_NN নিয়ে\PSP কেউ\QT_QTF মাথা\N_NN ঘামায়\V_VM_VNG না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HED10895	[[অলিম্পিক\N_NNP পদক\N_NN জয়ী\N_NN বক্সার\N_NN মেরি\N_NNP কমের\N_NNP জীবনের\N_NN ওপর\PSP গড়ে\V_VM_VNF ওঠা\V_VM_VNG সিনেমাতে\N_NN]]_NP [[নিজের\PR_PRF রোলের\N_NN জন্য\PSP]]_NP [[প্রিয়াঙ্কা\N_NNP চোপড়া\N_NNP]]_NP [[এখন\RB]]_RBP [[উঠে-পড়ে\JJ]]_RBP [[লেগেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10896	[[এইভাবে\RB]]_RBP [[উনি\PR_PRP]]_NP [[পৌঁছে\V_VM_VNF গেলেন\V_VM_VF]]_VGF [[মণিপুরের\N_NNP সেই\DM_DMR শহরে\N_NN]]_NP [[যেখানে\PR_PRL]]_RBP [[মেরি\N_NNP কমের\N_NNP]]_NP [[জন্ম\N_NN হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10897	[[সেখানে\PR_PRL]]_RBP [[মেরি\N_NNP কম\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[তার\PR_PRL স্বামী\N_NN]]_NP [[প্রিয়াঙ্কাকে\N_NNP]]_NP [[চমত্কারভাবে\RB]]_RBP [[স্বাগত\N_NN জানিয়েছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
